scenario,wacc_scenario,lcoe_usd_mwh
candu_ec6,government,112.58312573754783
ap1000,government,96.52949113210578
candu_ec6,government,95.5786424956235
ap1000,government,89.2649977262587
candu_ec6,government,103.92079506918338
ap1000,government,100.84012187230313
candu_ec6,government,93.34319374231806
ap1000,government,93.86266938145064
candu_ec6,government,103.41820388556762
ap1000,government,94.37256699372934
candu_ec6,government,103.6953683810798
ap1000,government,89.14589680614475
candu_ec6,government,97.97855759952577
ap1000,government,105.69656891763236
candu_ec6,government,105.73078980706214
ap1000,government,91.64497471149078
candu_ec6,government,104.66023216909865
ap1000,government,93.32814905391723
candu_ec6,government,92.24430270151495
ap1000,government,99.63451028842024
candu_ec6,government,100.73208256674359
ap1000,government,99.39312955409605
candu_ec6,government,99.74365809473593
ap1000,government,94.00982183525778
candu_ec6,government,97.4748162403769
ap1000,government,103.5910237276075
candu_ec6,government,105.87049770295664
ap1000,government,89.75155003059564
candu_ec6,government,107.74552827364342
ap1000,government,87.27522088455868
candu_ec6,government,100.93373600574459
ap1000,government,111.35804201935248
candu_ec6,government,114.19839925095732
ap1000,government,104.6038487270521
candu_ec6,government,107.28014540815202
ap1000,government,97.63395692633918
candu_ec6,government,98.8851863630921
ap1000,government,103.66527968876973
candu_ec6,government,95.21256739265662
ap1000,government,90.42680677903313
candu_ec6,government,101.78183494952076
ap1000,government,98.65759348141701
candu_ec6,government,104.32982951823362
ap1000,government,104.2767565188533
candu_ec6,government,98.43154960378084
ap1000,government,107.14600037937745
candu_ec6,government,95.8463867938755
ap1000,government,111.69030970980957
candu_ec6,government,95.51166481726372
ap1000,government,96.82337893232497
candu_ec6,government,99.81661928764616
ap1000,government,94.82598335734728
candu_ec6,government,100.20766446661513
ap1000,government,104.38601980636582
candu_ec6,government,98.54538641113506
ap1000,government,100.33678689415476
candu_ec6,government,93.29781084500259
ap1000,government,102.39754739270926
candu_ec6,government,99.64573607813897
ap1000,government,91.01032340126464
candu_ec6,government,100.58231179116106
ap1000,government,106.75765215883398
candu_ec6,government,101.89431372472392
ap1000,government,97.19326462153467
